year,artist,track,time,date.entered,week,rank
2000,Madonna,American Pie,4:30,2/19/2000,wk6,32
2000,Madonna,Music,3:45,8/12/2000,wk6,1
2000,"Martin, Ricky",Private Emotion,4:02,3/11/2000,wk6,NaN
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,11/20/1999,wk6,39
2000,"Martin, Ricky",She Bangs,4:02,10/7/2000,wk6,16
2000,Mary Mary,Shackles,3:12,3/25/2000,wk6,37
2000,Master P,Souljas,3:33,11/18/2000,wk6,NaN
2000,matchbox twenty,Bent,4:12,4/29/2000,wk6,21
2000,"McBride, Martina",Love's The Only Hous...,5:13,2/5/2000,wk6,52
2000,"McBride, Martina",There You Are,3:26,9/9/2000,wk6,64
2000,"McEntire, Reba",I'll Be,4:23,5/13/2000,wk6,64
2000,"McEntire, Reba",What Do You Say,3:26,10/30/1999,wk6,63
2000,"McGraw, Tim",My Best Friend,4:33,11/27/1999,wk6,54
2000,"McGraw, Tim",My Next Thirty Years,3:37,10/21/2000,wk6,40
2000,"McGraw, Tim",Some Things Never Ch...,3:56,5/13/2000,wk6,60
2000,"McKnight, Brian",Stay Or Let It Go,4:32,2/26/2000,wk6,88
2000,"Messina, Jo Dee",Because You Love Me,3:50,1/29/2000,wk6,55
2000,"Messina, Jo Dee",That's The Way,3:17,6/24/2000,wk6,44
2000,Metallica,I Disappear,4:26,5/13/2000,wk6,76
2000,Metallica,No Leaf Clover,5:43,2/12/2000,wk6,80
2000,Montgomery Gentry,Daddy Won't Sell The...,4:18,3/4/2000,wk6,96
2000,"Montgomery, John Michael",The Little Girl,3:52,9/9/2000,wk6,41
2000,"Moore, Chante",Straight Up,3:40,10/28/2000,wk6,83
2000,"Moore, Mandy",I Wanna Be With You,4:12,6/17/2000,wk6,42
2000,"Mumba, Samantha",Gotta Tell You,3:19,9/9/2000,wk6,25
2000,Musiq,Just Friends,4:02,10/14/2000,wk6,54
2000,Mya,Case Of The Ex,3:50,8/19/2000,wk6,31
2000,Mya,The Best Of Me,4:12,4/15/2000,wk6,50
2000,Mystikal,Shake Ya Ass,4:46,8/12/2000,wk6,25
2000,Nas,You Owe Me,3:51,3/25/2000,wk6,59
2000,Nelly,(Hot S**t) Country G...,4:17,4/29/2000,wk6,37
2000,Next,Wifey,4:03,5/27/2000,wk6,31
2000,Nine Days,Absolutely,3:09,5/6/2000,wk6,34
2000,Nine Days,If I Am,4:18,12/2/2000,wk6,NaN
2000,No Doubt,Simple Kind Of Life,4:11,7/1/2000,wk6,48
2000,N'Sync,Bye Bye Bye,3:15,1/29/2000,wk6,7
2000,N'Sync,It's Gonna Be Me,3:10,5/6/2000,wk6,19
2000,N'Sync,This I Promise You,4:23,9/30/2000,wk6,6
2000,Nu Flavor,3 Little Words,3:54,6/3/2000,wk6,90
2000,"Offspring, The",Original Prankster,3:42,11/25/2000,wk6,78
2000,"Paisley, Brad",Me Neither,3:19,5/13/2000,wk6,NaN
2000,"Paisley, Brad",We Danced,3:45,10/14/2000,wk6,42
2000,Papa Roach,Last Resort,3:19,7/29/2000,wk6,64
2000,Pearl Jam,Nothing As It Seems,5:20,5/13/2000,wk6,91
2000,Pink,Most Girls,4:06,8/12/2000,wk6,21
2000,Pink,There U Go,3:23,3/4/2000,wk6,7
2000,"Price, Kelly",As We Lay,6:20,7/15/2000,wk6,79
2000,"Price, Kelly",Love Sets You Free,3:46,5/13/2000,wk6,NaN
2000,"Price, Kelly",You Should've Told M...,3:12,9/23/2000,wk6,79
2000,Profyle,Liar,3:57,9/16/2000,wk6,16
2000,Puff Daddy,Best Friend,5:33,2/12/2000,wk6,NaN
2000,Q-Tip,Breathe And Stop,4:06,1/22/2000,wk6,NaN
2000,Rascal Flatts,Prayin' For Daylight,3:36,5/6/2000,wk6,64
2000,"Raye, Collin",Couldn't Last A Mome...,3:40,3/18/2000,wk6,63
2000,Red Hot Chili Peppers,Californication,5:21,7/29/2000,wk6,77
2000,Red Hot Chili Peppers,Otherside,4:13,2/12/2000,wk6,49
2000,R.E.M.,The Great Beyond,4:10,12/25/1999,wk6,57
2000,"Rimes, LeAnn",Big Deal,3:03,10/16/1999,wk6,48
2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33,9/9/2000,wk6,99
2000,"Rimes, LeAnn",I Need You,3:42,5/27/2000,wk6,59
2000,"Rogers, Kenny",Buy Me A Rose,3:46,3/11/2000,wk6,46
2000,Ruff Endz,No More,3:56,7/1/2000,wk6,15
2000,Sammie,I Like It,4:09,1/29/2000,wk6,33
2000,Santana,"Maria, Maria",4:18,2/12/2000,wk6,3
2000,Savage Garden,Crash And Burn,4:41,4/8/2000,wk6,31
2000,Savage Garden,I Knew I Loved You,4:07,10/23/1999,wk6,13
2000,SheDaisy,Deck The Halls,3:46,12/25/1999,wk6,NaN
2000,SheDaisy,I Will.. But,3:40,7/15/2000,wk6,52
2000,SheDaisy,This Woman Needs,3:20,2/5/2000,wk6,57
2000,"Sheist, Shade",Where I Wanna Be,4:16,11/11/2000,wk6,NaN
2000,Shyne,Bad Boyz,4:22,9/9/2000,wk6,67
2000,"Simpson, Jessica",I Think I'm In Love ...,3:32,7/1/2000,wk6,23
2000,"Simpson, Jessica",Where You Are,3:51,4/1/2000,wk6,93
2000,Sisqo,Got To Get It,3:52,11/20/1999,wk6,48
2000,Sisqo,Incomplete,3:52,6/24/2000,wk6,55
2000,Sisqo,Thong Song,4:05,1/29/2000,wk6,23
2000,Sister Hazel,Change Your Mind,4:02,7/15/2000,wk6,71
2000,Smash Mouth,Then The Morning Com...,3:04,10/30/1999,wk6,23
2000,"Smith, Will",Freakin' It,3:58,2/12/2000,wk6,NaN
2000,Son By Four,A Puro Dolor,3:30,4/8/2000,wk6,73
2000,Sonique,It Feels So Good,3:48,1/22/2000,wk6,17
2000,SoulDecision,Faded,3:25,7/8/2000,wk6,43
2000,"Spears, Britney",From The Bottom Of M...,4:30,1/29/2000,wk6,14
2000,"Spears, Britney",Lucky,3:23,8/12/2000,wk6,29
2000,"Spears, Britney",Oops!.. I Did It Aga...,3:30,4/22/2000,wk6,13
2000,"Spencer, Tracie",Still In My Heart,4:11,3/4/2000,wk6,NaN
2000,Splender,I Think God Can Expl...,3:55,6/10/2000,wk6,64
2000,Sting,Desert Rose,3:52,5/13/2000,wk6,52
2000,"Stone, Angie",No More Rain,4:42,12/25/1999,wk6,60
2000,Stone Temple Pilots,Sour Girl,4:16,7/8/2000,wk6,87
2000,"Strait, George",Go On,3:48,8/26/2000,wk6,48
2000,"Strait, George",The Best Day,3:24,1/29/2000,wk6,44
2000,Sugar Ray,Falls Apart,4:15,1/15/2000,wk6,29
2000,Tamar,If You Don't Wanna L...,4:02,3/25/2000,wk6,93
2000,Tamia,Can't Go For That,3:38,9/16/2000,wk6,NaN
2000,Third Eye Blind,Deep Inside Of You,4:10,9/2/2000,wk6,69
2000,Third Eye Blind,Never Let You Go,3:57,1/22/2000,wk6,22
2000,"Thomas, Carl",Emotional,4:31,11/25/2000,wk6,47
2000,"Thomas, Carl",I Wish,3:50,3/25/2000,wk6,28
2000,"Thomas, Carl",Summer Rain,4:57,9/23/2000,wk6,83
2000,"Tippin, Aaron",Kiss This,2:53,8/26/2000,wk6,47
2000,TLC,Dear Lie,4:36,2/12/2000,wk6,74
2000,Train,Meet Virginia,3:55,10/9/1999,wk6,45
2000,Trick Daddy,Shut Up,4:17,5/20/2000,wk6,83
2000,Trina,Pull Over,2:58,9/9/2000,wk6,NaN
2000,"Tritt, Travis",Best Of Intentions,4:15,8/19/2000,wk6,56
2000,Tuesday,I Know,4:06,12/30/2000,wk6,NaN
2000,"Urban, Keith",Your Everything,4:10,7/15/2000,wk6,64
2000,Usher,Pop Ya Collar,3:36,11/4/2000,wk6,79
2000,"Vassar, Phil",Carlene,4:07,3/4/2000,wk6,53
2000,"Vassar, Phil",Just Another Day In ...,3:54,9/30/2000,wk6,46
2000,Vertical Horizon,Everything You Want,4:01,1/22/2000,wk6,33
2000,Vertical Horizon,You're A God,3:45,8/26/2000,wk6,31
2000,Vitamin C,Graduation,4:23,4/15/2000,wk6,40
2000,Vitamin C,The Itch,3:30,12/2/2000,wk6,58
2000,"Walker, Clay","Live, Laugh, Love",4:06,12/4/1999,wk6,95
2000,"Walker, Clay",The Chain Of Love,5:03,4/15/2000,wk6,48
2000,"Wallflowers, The",Sleepwalker,3:29,10/28/2000,wk6,96
2000,Westlife,Swear It Again,4:07,4/1/2000,wk6,46
2000,"Williams, Robbie",Angels,3:56,11/20/1999,wk6,56
2000,"Wills, Mark",Back At One,4:00,1/15/2000,wk6,37
2000,"Worley, Darryl",When You Need My Lov...,3:35,6/17/2000,wk6,85
2000,"Wright, Chely",It Was,3:51,3/4/2000,wk6,69
2000,Yankee Grey,Another Nine Minutes,3:10,4/29/2000,wk6,79
2000,"Yearwood, Trisha",Real Live Woman,3:55,4/1/2000,wk6,91
2000,Ying Yang Twins,Whistle While You Tw...,4:19,3/18/2000,wk6,78
2000,Zombie Nation,Kernkraft 400,3:30,9/2/2000,wk6,NaN
2000,2Ge+her,The Hardest Part Of ...,3:15,9/2/2000,wk7,NaN
2000,2 Pac,Baby Don't Cry,4:22,2/26/2000,wk7,99
2000,3 Doors Down,Kryptonite,3:53,4/8/2000,wk7,54
2000,3 Doors Down,Loser,4:24,10/21/2000,wk7,55
2000,504 Boyz,Wobble Wobble,3:35,4/15/2000,wk7,36
2000,98?,Give Me Just One Nig...,3:24,8/19/2000,wk7,2
2000,Aaliyah,I Don't Wanna,4:15,1/29/2000,wk7,35
2000,Aaliyah,Try Again,4:03,3/18/2000,wk7,16
2000,"Adams, Yolanda",Open My Heart,5:30,8/26/2000,wk7,61
2000,"Adkins, Trace",More,3:05,4/29/2000,wk7,68
2000,"Aguilera, Christina",Come On Over Baby,3:38,8/5/2000,wk7,11
2000,"Aguilera, Christina",I Turn To You,4:00,4/15/2000,wk7,20
2000,"Aguilera, Christina",What A Girl Wants,3:18,11/27/1999,wk7,11
2000,Alice Deejay,Better Off Alone,6:50,4/8/2000,wk7,34
2000,"Allan, Gary",Smoke Rings In The D...,4:18,1/22/2000,wk7,NaN
2000,Amber,Sexual,4:38,7/17/1999,wk7,93
2000,Anastacia,I'm Outta Love,4:01,4/1/2000,wk7,NaN
2000,"Anthony, Marc",My Baby You,3:59,9/16/2000,wk7,74
2000,"Anthony, Marc",You Sang To Me,3:50,2/26/2000,wk7,21
2000,A*Teens,Dancing Queen,3:44,7/8/2000,wk7,NaN
2000,Avant,My First Love,4:28,11/4/2000,wk7,26
2000,Avant,Separated,4:13,4/29/2000,wk7,35
2000,"Backstreet Boys, The",Shape Of My Heart,3:49,10/14/2000,wk7,10
2000,"Backstreet Boys, The",Show Me The Meaning ...,3:54,1/1/2000,wk7,12
2000,"Backstreet Boys, The",The One,3:46,5/27/2000,wk7,39
2000,"Badu, Erkyah",Bag Lady,5:03,8/19/2000,wk7,34
2000,Baha Men,Who Let The Dogs Out,3:17,7/22/2000,wk7,61
2000,Barenaked Ladies,Pinch Me,3:46,9/9/2000,wk7,33
2000,BBMak,Back Here,3:35,4/29/2000,wk7,28
2000,Beenie Man,Girls Dem Sugar,4:17,10/21/2000,wk7,54
2000,Before Dark,Monica,4:04,5/20/2000,wk7,91
2000,"Bega, Lou",Tricky Tricky,3:23,1/29/2000,wk7,NaN
2000,Big Punisher,It's So Hard,3:25,4/22/2000,wk7,76
2000,"Black, Clint",Been There,5:28,2/19/2000,wk7,51
2000,Black Rob,Whoa!,4:04,3/4/2000,wk7,43
2000,Blaque,Bring It All To Me,3:46,10/23/1999,wk7,17
2000,"Blige, Mary J.",Deep Inside,5:26,11/13/1999,wk7,64
2000,"Blige, Mary J.",Give Me You,5:00,4/15/2000,wk7,89
2000,Blink-182,All The Small Things,2:52,12/4/1999,wk7,50
2000,Bloodhound Gang,The Bad Touch,4:20,3/18/2000,wk7,72
2000,Bon Jovi,It's My Life,3:44,8/12/2000,wk7,36
2000,"Braxton, Toni",He Wasn't Man Enough,4:21,3/18/2000,wk7,3
2000,"Braxton, Toni",Just Be A Man About ...,4:10,7/29/2000,wk7,32
2000,"Braxton, Toni",Spanish Guitar,4:24,12/2/2000,wk7,NaN
2000,"Brock, Chad",A Country Boy Can Su...,3:54,1/1/2000,wk7,NaN
2000,"Brock, Chad",Yes!,3:22,4/8/2000,wk7,39
2000,Brooks & Dunn,You'll Always Be Lov...,2:58,6/10/2000,wk7,82
2000,"Brooks, Garth",Do What You Gotta Do,2:56,2/19/2000,wk7,NaN
2000,"Byrd, Tracy",Put Your Hand In Min...,4:30,1/29/2000,wk7,92
2000,"Cagle, Chris",My Love Goes On And ...,3:02,10/21/2000,wk7,76
2000,Cam'ron,What Means The World...,4:38,10/14/2000,wk7,88
2000,"Carey, Mariah",Crybaby,5:19,6/24/2000,wk7,95
2000,"Carey, Mariah",Thank God I Found Yo...,4:14,12/11/1999,wk7,26
2000,"Carter, Aaron",Aaron's Party,3:23,8/26/2000,wk7,43
2000,"Carter, Torrey",Take That,3:43,6/24/2000,wk7,99
2000,Changing Faces,That Other Woman,4:00,9/30/2000,wk7,65
2000,"Chesney, Kenny",I Lost It,3:54,10/21/2000,wk7,47
2000,"Chesney, Kenny",What I Need To Do,4:05,4/1/2000,wk7,62
2000,Clark Family Experience,Meanwhile Back At Th...,2:56,11/18/2000,wk7,82
2000,"Clark, Terri",A Little Gasoline,3:07,12/16/2000,wk7,NaN
2000,Common,The Light,3:55,8/5/2000,wk7,49
2000,Counting Crows,Hanginaround,4:07,11/6/1999,wk7,35
2000,Creed,Higher,5:16,9/11/1999,wk7,56
2000,Creed,With Arms Wide Open,3:52,5/13/2000,wk7,74
2000,"Cyrus, Billy Ray",You Won't Be Lonely ...,3:45,9/23/2000,wk7,85
2000,Da Brat,That's What I'm Look...,3:44,2/26/2000,wk7,63
2000,Da Brat,What'Chu Like,3:57,6/3/2000,wk7,41
2000,D'Angelo,Left & Right,4:35,12/11/1999,wk7,NaN
2000,D'Angelo,Untitled,7:10,1/22/2000,wk7,28
2000,"Davidson, Clay",Unconditional,3:56,3/25/2000,wk7,74
2000,De La Soul,All Good?,5:02,12/23/2000,wk7,NaN
2000,Destiny's Child,Independent Women Pa...,3:38,9/23/2000,wk7,7
2000,Destiny's Child,Jumpin' Jumpin',3:48,5/13/2000,wk7,40
2000,Destiny's Child,Say My Name,4:31,12/25/1999,wk7,16
2000,"Diffie, Joe",It's Always Somethin...,2:55,8/12/2000,wk7,63
2000,"Diffie, Joe",The Quittin' Kind,3:23,1/1/2000,wk7,NaN
2000,"Dion, Celine",That's The Way It Is,4:03,11/13/1999,wk7,30
2000,"Dixie Chicks, The",Cold Day In July,5:12,6/24/2000,wk7,65
2000,"Dixie Chicks, The",Cowboy Take Me Away,4:51,11/27/1999,wk7,52
2000,"Dixie Chicks, The",Goodbye Earl,4:19,3/18/2000,wk7,20
2000,"Dixie Chicks, The",Without You,3:32,10/7/2000,wk7,48
2000,DMX,Party Up,3:45,2/26/2000,wk7,38
2000,DMX,What's My Name,3:50,1/15/2000,wk7,76
2000,DMX,What You Want,4:05,7/1/2000,wk7,62
2000,Drama,"Left, Right, Left",3:37,2/12/2000,wk7,80
2000,Dr. Dre,Forgot About Dre,3:42,1/22/2000,wk7,30
2000,Dr. Dre,The Next Episode,2:38,5/27/2000,wk7,32
2000,Dream,He Loves U Not,3:43,9/30/2000,wk7,32
2000,"Eastsidaz, The",G'D Up,4:27,1/8/2000,wk7,47
2000,"Eastsidaz, The",Got Beef,3:58,7/1/2000,wk7,NaN
2000,Eiffel 65,Blue,3:29,12/11/1999,wk7,9
2000,"Elliott, Missy ""Misdemeanor""",Hot Boyz,3:51,11/27/1999,wk7,5
2000,Eminem,Stan,5:26,11/4/2000,wk7,51
2000,Eminem,The Real Slim Shady,4:42,5/6/2000,wk7,6
2000,Eminem,The Way I Am,4:40,8/26/2000,wk7,59
2000,En Vogue,Riddle,5:10,6/17/2000,wk7,NaN
2000,"Estefan, Gloria",No Me Dejes De Quere...,3:25,6/10/2000,wk7,NaN
2000,"Evans, Sara",Born To Fly,5:36,10/21/2000,wk7,46
2000,Eve,Got It All,3:48,7/15/2000,wk7,NaN
2000,Eve,Love Is Blind,3:51,1/8/2000,wk7,34
2000,Everclear,Wonderful,4:30,7/8/2000,wk7,24
2000,"Fabian, Lara",I Will Love Again,3:43,6/10/2000,wk7,45
2000,Fatboy Slim,The Rockafeller Skan...,4:00,11/13/1999,wk7,83
2000,Filter,Take A Picture,4:23,11/27/1999,wk7,34
2000,Foo Fighters,Learn To Fly,3:55,10/16/1999,wk7,42
2000,Fragma,Toca's Miracle,3:22,10/28/2000,wk7,NaN
2000,Funkmaster Flex,Do You,4:14,11/11/2000,wk7,100
2000,Ghostface Killah,Cherchez LaGhost,3:04,8/5/2000,wk7,NaN
2000,"Gill, Vince",Feels Like Love,4:13,9/2/2000,wk7,59
2000,"Gilman, Billy",One Voice,4:07,6/17/2000,wk7,56
2000,Ginuwine,None Of Ur Friends B...,4:12,12/11/1999,wk7,48
2000,Ginuwine,The Best Man I Can B...,4:06,1/8/2000,wk7,85
2000,Goo Goo Dolls,Broadway,3:54,4/22/2000,wk7,29
2000,"Gray, Macy",I Try,3:52,2/19/2000,wk7,15
2000,"Griggs, Andy",She's More,3:19,3/11/2000,wk7,52
2000,Guy,Dancin',4:08,12/18/1999,wk7,58
2000,Hanson,This Time Around,4:14,4/22/2000,wk7,95
2000,"Hart, Beth",L.A. Song,3:47,11/27/1999,wk7,98
2000,"Heatherly, Eric",Flowers On The Wall,3:16,4/29/2000,wk7,72
2000,"Henley, Don",Taking You Home,4:08,6/24/2000,wk7,58
2000,"Herndon, Ty",No Mercy,4:43,3/18/2000,wk7,94
2000,"Hill, Faith",Breathe,4:04,11/6/1999,wk7,28
2000,"Hill, Faith",Let's Make Love,4:11,8/12/2000,wk7,60
2000,Hoku,Another Dumb Blonde,3:47,2/19/2000,wk7,30
2000,"Hollister, Dave",Can't Stay,6:17,3/25/2000,wk7,NaN
2000,Hot Boys,I Need A Hot Girl,4:16,2/19/2000,wk7,69
2000,"Houston, Whitney",Could I Have This Ki...,3:54,6/17/2000,wk7,60
2000,"Houston, Whitney",I Learned From The B...,4:18,2/19/2000,wk7,28
2000,"Houston, Whitney",My Love Is Your Love,4:16,9/4/1999,wk7,8
2000,"Houston, Whitney","Same Script, Differe...",4:45,6/17/2000,wk7,77
2000,Ice Cube,You Can Do It,4:20,12/4/1999,wk7,35
2000,Ideal,Whatever,3:48,6/10/2000,wk7,54
2000,"Iglesias, Enrique",Be With You,3:36,4/1/2000,wk7,9
2000,"Iglesias, Enrique",Rhythm Divine,7:35,12/4/1999,wk7,33
2000,IMx,Stay The Night,3:37,10/9/1999,wk7,36
2000,"Jackson, Alan",It Must Be Love,2:53,6/24/2000,wk7,44
2000,"Jackson, Alan",Pop A Top,3:04,11/13/1999,wk7,55
2000,"Jackson, Alan",www.memory,2:36,11/4/2000,wk7,47
2000,Jagged Edge,He Can't Love U,3:30,12/11/1999,wk7,18
2000,Jagged Edge,Let's Get Married,4:23,5/6/2000,wk7,33
2000,Janet,Doesn't Really Matte...,4:17,6/17/2000,wk7,15
2000,Ja Rule,Between Me And You,4:05,9/16/2000,wk7,22
2000,Jay-Z,Anything,3:41,2/26/2000,wk7,86
2000,Jay-Z,Big Pimpin',3:55,4/22/2000,wk7,25
2000,Jay-Z,Do It Again,3:47,1/15/2000,wk7,92
2000,Jay-Z,Hey Papi,3:40,8/12/2000,wk7,80
2000,Jay-Z,I Just Wanna Love U,3:50,10/28/2000,wk7,14
2000,"Jean, Wyclef",911,4:00,10/7/2000,wk7,43
2000,Joe,I Wanna Know,4:57,1/1/2000,wk7,32
2000,Joe,Treat Her Like A Lad...,4:12,8/5/2000,wk7,68
2000,"John, Elton",Someday Out Of The B...,4:41,4/22/2000,wk7,64
2000,"Jones, Donell",Where I Wanna Be,6:22,4/22/2000,wk7,36
2000,"Jordan, Montell",Get It On.. Tonite,4:34,10/23/1999,wk7,54
2000,J-Shin,One Night Stand,4:34,12/25/1999,wk7,49
2000,Juvenile,U Understand,3:51,2/5/2000,wk7,NaN
2000,Kandi,Don't Think I'm Not,3:50,8/5/2000,wk7,36
2000,"Keith, Toby",Country Comes To Tow...,3:39,8/5/2000,wk7,59
2000,"Keith, Toby",How Do You Like Me N...,3:29,1/29/2000,wk7,41
2000,Kelis,Caught Out There,4:09,12/4/1999,wk7,56
2000,Kenny G,Auld Lang Syne,7:50,12/25/1999,wk7,NaN
2000,Kid Rock,Only God Knows Why,5:27,2/19/2000,wk7,26
2000,"Kravitz, Lenny",I Belong To You,4:17,3/25/2000,wk7,90
2000,Kumbia Kings,U Don't Love Me,3:50,3/4/2000,wk7,75
2000,"Larrieux, Amel",Get Up,4:02,3/4/2000,wk7,NaN
2000,"Lawrence, Tracy",Lessons Learned,2:55,1/29/2000,wk7,48
2000,"Levert, Gerald",Baby U Are,4:10,8/19/2000,wk7,NaN
2000,"Levert, Gerald",Mr. Too Damn Good,4:06,3/18/2000,wk7,88
2000,LFO,I Don't Wanna Kiss Y...,5:00,4/15/2000,wk7,NaN
2000,LFO,West Side Story,3:27,8/5/2000,wk7,NaN
2000,Lil Bow Wow,Bounce With Me,3:22,8/19/2000,wk7,20
2000,Lil' Kim,How Many Licks?,3:50,11/25/2000,wk7,NaN
2000,Lil' Kim,No Matter What They ...,4:12,7/15/2000,wk7,81
2000,Lil' Mo,Ta Da,4:17,8/12/2000,wk7,99
2000,Lil Wayne,Tha Block Is Hot,4:13,12/4/1999,wk7,81
2000,Lil' Zane,Callin' Me,3:43,7/29/2000,wk7,33
2000,Limp Bizkit,N 2 Gether Now,3:55,12/4/1999,wk7,84
2000,Limp Bizkit,Re-Arranged,4:08,12/4/1999,wk7,96
2000,Limp Bizkit,Rollin',4:04,11/11/2000,wk7,67
2000,LL Cool J,Imagine That,4:00,8/12/2000,wk7,NaN
2000,Lonestar,Amazed,4:25,6/5/1999,wk7,29
2000,Lonestar,Smile,3:33,12/18/1999,wk7,44
2000,Lonestar,What About Now,3:30,6/10/2000,wk7,47
2000,"Lopez, Jennifer",Feelin' Good,4:28,2/19/2000,wk7,54
2000,"Loveless, Patty",That's The Kind Of M...,3:27,9/16/2000,wk7,82
2000,Lox,"Ryde or Die, Chick",3:56,3/18/2000,wk7,97
2000,Lucy Pearl,Dance Tonight,3:45,5/20/2000,wk7,42
2000,Ludacris,What's Your Fantasy,4:16,9/30/2000,wk7,33
2000,M2M,Don't Say You Love M...,3:41,11/20/1999,wk7,44
2000,M2M,Mirror Mirror,3:19,4/1/2000,wk7,65
2000,Madison Avenue,Don't Call Me Baby,3:44,7/8/2000,wk7,92
2000,Madonna,American Pie,4:30,2/19/2000,wk7,40
2000,Madonna,Music,3:45,8/12/2000,wk7,1
2000,"Martin, Ricky",Private Emotion,4:02,3/11/2000,wk7,NaN
2000,"Martin, Ricky",Shake Your Bon-Bon,3:08,11/20/1999,wk7,39
2000,"Martin, Ricky",She Bangs,4:02,10/7/2000,wk7,13
2000,Mary Mary,Shackles,3:12,3/25/2000,wk7,34
2000,Master P,Souljas,3:33,11/18/2000,wk7,NaN
2000,matchbox twenty,Bent,4:12,4/29/2000,wk7,18
2000,"McBride, Martina",Love's The Only Hous...,5:13,2/5/2000,wk7,52
2000,"McBride, Martina",There You Are,3:26,9/9/2000,wk7,60
2000,"McEntire, Reba",I'll Be,4:23,5/13/2000,wk7,61
2000,"McEntire, Reba",What Do You Say,3:26,10/30/1999,wk7,56
2000,"McGraw, Tim",My Best Friend,4:33,11/27/1999,wk7,55
2000,"McGraw, Tim",My Next Thirty Years,3:37,10/21/2000,wk7,36
2000,"McGraw, Tim",Some Things Never Ch...,3:56,5/13/2000,wk7,60
2000,"McKnight, Brian",Stay Or Let It Go,4:32,2/26/2000,wk7,100
2000,"Messina, Jo Dee",Because You Love Me,3:50,1/29/2000,wk7,53
2000,"Messina, Jo Dee",That's The Way,3:17,6/24/2000,wk7,38
2000,Metallica,I Disappear,4:26,5/13/2000,wk7,81
2000,Metallica,No Leaf Clover,5:43,2/12/2000,wk7,86
2000,Montgomery Gentry,Daddy Won't Sell The...,4:18,3/4/2000,wk7,NaN
2000,"Montgomery, John Michael",The Little Girl,3:52,9/9/2000,wk7,41
2000,"Moore, Chante",Straight Up,3:40,10/28/2000,wk7,83
2000,"Moore, Mandy",I Wanna Be With You,4:12,6/17/2000,wk7,31
2000,"Mumba, Samantha",Gotta Tell You,3:19,9/9/2000,wk7,20
2000,Musiq,Just Friends,4:02,10/14/2000,wk7,52
2000,Mya,Case Of The Ex,3:50,8/19/2000,wk7,24
2000,Mya,The Best Of Me,4:12,4/15/2000,wk7,50
2000,Mystikal,Shake Ya Ass,4:46,8/12/2000,wk7,22
2000,Nas,You Owe Me,3:51,3/25/2000,wk7,67
2000,Nelly,(Hot S**t) Country G...,4:17,4/29/2000,wk7,24
2000,Next,Wifey,4:03,5/27/2000,wk7,25
2000,Nine Days,Absolutely,3:09,5/6/2000,wk7,26
2000,Nine Days,If I Am,4:18,12/2/2000,wk7,NaN
2000,No Doubt,Simple Kind Of Life,4:11,7/1/2000,wk7,52
2000,N'Sync,Bye Bye Bye,3:15,1/29/2000,wk7,6
2000,N'Sync,It's Gonna Be Me,3:10,5/6/2000,wk7,15
2000,N'Sync,This I Promise You,4:23,9/30/2000,wk7,7
2000,Nu Flavor,3 Little Words,3:54,6/3/2000,wk7,99
2000,"Offspring, The",Original Prankster,3:42,11/25/2000,wk7,91
2000,"Paisley, Brad",Me Neither,3:19,5/13/2000,wk7,NaN
2000,"Paisley, Brad",We Danced,3:45,10/14/2000,wk7,39
2000,Papa Roach,Last Resort,3:19,7/29/2000,wk7,61
2000,Pearl Jam,Nothing As It Seems,5:20,5/13/2000,wk7,NaN
2000,Pink,Most Girls,4:06,8/12/2000,wk7,15
2000,Pink,There U Go,3:23,3/4/2000,wk7,7
2000,"Price, Kelly",As We Lay,6:20,7/15/2000,wk7,82
2000,"Price, Kelly",Love Sets You Free,3:46,5/13/2000,wk7,NaN
2000,"Price, Kelly",You Should've Told M...,3:12,9/23/2000,wk7,79
2000,Profyle,Liar,3:57,9/16/2000,wk7,14
2000,Puff Daddy,Best Friend,5:33,2/12/2000,wk7,NaN
2000,Q-Tip,Breathe And Stop,4:06,1/22/2000,wk7,NaN
2000,Rascal Flatts,Prayin' For Daylight,3:36,5/6/2000,wk7,58
2000,"Raye, Collin",Couldn't Last A Mome...,3:40,3/18/2000,wk7,63
2000,Red Hot Chili Peppers,Californication,5:21,7/29/2000,wk7,75
2000,Red Hot Chili Peppers,Otherside,4:13,2/12/2000,wk7,40
2000,R.E.M.,The Great Beyond,4:10,12/25/1999,wk7,61
2000,"Rimes, LeAnn",Big Deal,3:03,10/16/1999,wk7,41
2000,"Rimes, LeAnn",Can't Fight The Moon...,3:33,9/9/2000,wk7,78
2000,"Rimes, LeAnn",I Need You,3:42,5/27/2000,wk7,59
2000,"Rogers, Kenny",Buy Me A Rose,3:46,3/11/2000,wk7,46
2000,Ruff Endz,No More,3:56,7/1/2000,wk7,12
2000,Sammie,I Like It,4:09,1/29/2000,wk7,30
2000,Santana,"Maria, Maria",4:18,2/12/2000,wk7,2
2000,Savage Garden,Crash And Burn,4:41,4/8/2000,wk7,26
2000,Savage Garden,I Knew I Loved You,4:07,10/23/1999,wk7,7
2000,SheDaisy,Deck The Halls,3:46,12/25/1999,wk7,NaN
2000,SheDaisy,I Will.. But,3:40,7/15/2000,wk7,48
2000,SheDaisy,This Woman Needs,3:20,2/5/2000,wk7,61
2000,"Sheist, Shade",Where I Wanna Be,4:16,11/11/2000,wk7,NaN
